1	10 
2	45 
3	20 
4	24 
5	16 
6	42 
7	4 
8	42 
9	48 
10	20 
11	27 
12	46 
13	46 
14	23 
15	17 
16	8 
17	27 
18	30 
19	13 
20	43 
21	24 
22	10 
23	16 
24	41 
25	46 
26	36 
27	10 
28	17 
29	30 
30	20 
31	39 
32	42 
33	30 
34	30 
35	20 
36	39 
37	8 
38	40 
39	41 
40	36 
41	48 
42	13 
43	46 
44	36 
45	27 
46	24 
47	20 
48	24 
49	27 
50	36 
51	46 
52	38 
53	30 
54	8 
55	1 
56	34 
57	39 
58	30 
59	13 
60	27 
61	27 
62	46 
63	39 
64	31 
65	48 
66	16 
67	30 
68	39 
69	23 
70	19 
71	8 
72	47 
73	42 
74	44 
75	46 
76	5 
77	36 
78	42 
79	11 
80	27 
81	30 
82	47 
83	36 
84	36 
85	24 
86	36 
87	46 
88	13 
89	47 
90	22 
91	24 
92	46 
93	27 
94	41 
95	40 
96	10 
97	30 
98	32 
99	36 
100	10 
101	23 
102	24 
103	24 
104	24 
105	41 
106	24 
107	38 
108	9 
109	4 
110	10 
111	40 
112	9 
113	29 
114	47 
115	20 
116	4 
117	42 
118	31 
119	4 
120	42 
121	30 
122	47 
123	47 
124	13 
125	11 
126	12 
127	20 
128	42 
129	40 
130	8 
131	38 
132	36 
133	10 
134	10 
135	38 
136	20 
137	41 
138	41 
139	23 
140	35 
141	16 
142	13 
143	40 
144	39 
145	47 
146	47 
147	41 
148	8 
149	11 
150	8 
151	3 
152	13 
153	42 
154	29 
155	22 
156	35 
157	11 
158	32 
159	16 
160	23 
161	51 
162	41 
163	53 
164	10 
165	17 
166	44 
167	17 
168	16 
169	25 
170	47 
171	2 
172	9 
173	14 
174	17 
175	39 
176	41 
177	11 
178	13 
179	47 
180	13 
181	16 
182	53 
183	8 
184	32 
185	16 
186	53 
187	32 
188	48 
189	16 
190	16 
191	10 
192	5 
193	42 
194	53 
195	31 
196	9 
197	8 
198	23 
199	2 
200	27 
201	2 
202	41 
203	32 
204	40 
205	2 
206	27 
207	42 
208	16 
209	35 
210	46 
211	13 
212	8 
213	9 
214	22 
215	7 
216	9 
217	40 
218	47 
219	4 
220	17 
221	20 
222	51 
223	13 
224	4 
225	17 
226	5 
227	4 
228	41 
229	17 
230	5 
231	19 
232	25 
233	25 
234	17 
235	32 
236	3 
237	10 
238	48 
239	28 
240	9 
241	9 
242	40 
243	40 
244	40 
245	32 
246	31 
247	4 
248	37 
249	5 
250	35 
251	23 
252	44 
253	32 
254	39 
255	39 
256	15 
257	40 
258	32 
259	9 
260	23 
261	48 
262	4 
263	39 
264	33 
265	32 
266	17 
267	51 
268	32 
269	5 
270	48 
271	7 
272	53 
273	23 
274	23 
275	23 
276	5 
277	4 
278	40 
279	35 
280	5 
281	8 
282	38 
283	21 
284	4 
285	5 
286	31 
287	38 
288	35 
289	32 
290	38 
291	3 
292	9 
293	38 
294	38 
295	29 
296	44 
297	31 
298	31 
299	48 
300	35 
301	14 
302	45 
303	43 
304	35 
305	48 
306	14 
307	21 
308	23 
309	22 
310	20 
311	6 
312	17 
313	44 
314	38 
315	38 
316	17 
317	20 
318	38 
319	5 
320	6 
321	22 
322	26 
323	28 
324	14 
325	15 
326	2 
327	52 
328	39 
329	20 
330	19 
331	33 
332	35 
333	51 
334	49 
335	12 
336	31 
337	28 
338	1 
339	2 
340	39 
341	26 
342	22 
343	28 
344	28 
345	3 
346	5 
347	4 
348	11 
349	9 
350	29 
351	3 
352	51 
353	44 
354	38 
355	22 
356	9 
357	48 
358	35 
359	37 
360	51 
361	44 
362	5 
363	29 
364	14 
365	2 
366	35 
367	18 
368	25 
369	25 
370	45 
371	48 
372	33 
373	3 
374	48 
375	19 
376	35 
377	44 
378	2 
379	34 
380	51 
381	19 
382	35 
383	35 
384	2 
385	49 
386	43 
387	29 
388	51 
389	3 
390	44 
391	19 
392	28 
393	18 
394	26 
395	48 
396	15 
397	9 
398	53 
399	44 
400	5 
401	53 
402	3 
403	25 
404	31 
405	48 
406	21 
407	49 
408	19 
409	31 
410	7 
411	44 
412	22 
413	43 
414	2 
415	2 
416	31 
417	53 
418	2 
419	22 
420	53 
421	44 
422	3 
423	28 
424	3 
425	25 
426	26 
427	51 
428	29 
429	25 
430	3 
431	1 
432	31 
433	22 
434	34 
435	12 
436	29 
437	3 
438	33 
439	53 
440	43 
441	43 
442	29 
443	22 
444	3 
445	2 
446	11 
447	43 
448	37 
449	44 
450	45 
451	51 
452	28 
453	22 
454	19 
455	49 
456	31 
457	29 
458	2 
459	7 
460	28 
461	14 
462	1 
463	45 
464	51 
465	33 
466	53 
467	31 
468	25 
469	22 
470	29 
471	3 
472	19 
473	51 
474	51 
475	53 
476	19 
477	31 
478	49 
479	28 
480	15 
481	50 
482	53 
483	12 
484	28 
485	11 
486	3 
487	45 
488	21 
489	19 
490	11 
491	44 
492	49 
493	52 
494	29 
495	19 
496	29 
497	50 
498	51 
499	51 
500	29 
501	25 
502	11 
503	49 
504	12 
505	53 
506	52 
507	45 
508	53 
509	7 
510	50 
511	21 
512	19 
513	22 
514	44 
515	43 
516	22 
517	49 
518	18 
519	11 
520	6 
521	29 
522	26 
523	45 
524	1 
525	14 
526	25 
527	15 
528	43 
529	49 
530	51 
531	11 
532	11 
533	25 
534	11 
535	37 
536	34 
537	15 
538	45 
539	52 
540	49 
541	7 
542	11 
543	29 
544	19 
545	49 
546	7 
547	15 
548	49 
549	52 
550	45 
551	43 
552	50 
553	45 
554	45 
555	45 
556	43 
557	11 
558	28 
559	45 
560	33 
561	34 
562	12 
563	28 
564	18 
565	52 
566	1 
567	14 
568	26 
569	51 
570	19 
571	43 
572	6 
573	6 
574	1 
575	12 
576	43 
577	11 
578	25 
579	34 
580	45 
581	1 
582	37 
583	19 
584	45 
585	19 
586	34 
587	45 
588	34 
589	29 
590	6 
591	43 
592	21 
593	26 
594	1 
595	25 
596	49 
597	26 
598	49 
599	21 
600	49 
601	1 
602	28 
603	34 
604	25 
605	49 
606	7 
607	33 
608	14 
609	14 
610	33 
611	37 
612	34 
613	7 
