1	53
1	73
1	189
1	873
1	910
1	926
1	934
1	962
1	985
1	996
2	413
2	475
2	566
2	616
2	643
2	657
2	706
2	833
2	846
2	919
3	399
3	441
3	514
3	558
3	585
3	597
3	603
3	700
3	812
3	901
4	87
4	409
4	594
4	731
4	798
4	834
4	848
4	892
4	900
4	902
5	158
5	569
5	623
5	729
5	748
5	775
5	850
5	876
5	879
5	933
6	69
6	173
6	291
6	497
6	549
6	655
6	705
6	746
6	907
6	926
7	91
7	340
7	408
7	569
7	615
7	803
7	859
7	963
7	982
7	998
8	140
8	177
8	765
8	768
8	775
8	776
8	837
8	861
8	871
8	896
9	276
9	435
9	499
9	512
9	558
9	638
9	640
9	755
9	954
9	969
10	72
10	181
10	182
10	200
10	327
10	424
10	623
10	676
10	779
10	942
11	417
11	457
11	581
11	696
11	747
11	816
11	827
11	931
11	971
11	979
12	445
12	531
12	762
12	795
12	806
12	885
12	910
12	962
12	967
12	985
13	18
13	281
13	349
13	460
13	491
13	632
13	637
13	881
13	910
13	955
14	136
14	323
14	518
14	576
14	750
14	892
14	972
14	977
14	980
14	997
15	85
15	93
15	147
15	200
15	232
15	250
15	503
15	746
15	778
15	841
16	454
16	499
16	619
16	688
16	791
16	847
16	891
16	965
16	968
16	977
17	164
17	323
17	524
17	761
17	934
17	943
17	947
17	954
17	966
17	972
18	13
18	279
18	411
18	491
18	632
18	637
18	686
18	764
18	895
18	909
19	58
19	252
19	461
19	505
19	592
19	817
19	844
19	898
19	960
19	981
20	69
20	193
20	291
20	497
20	564
20	655
20	880
20	924
20	927
20	1000
21	342
21	386
21	468
21	615
21	672
21	708
21	744
21	793
21	830
21	981
22	268
22	417
22	442
22	511
22	589
22	621
22	629
22	635
22	685
22	877
23	340
23	346
23	372
23	556
23	608
23	639
23	670
23	818
23	873
23	878
24	152
24	186
24	521
24	663
24	669
24	902
24	927
24	942
24	958
24	975
25	35
25	396
25	451
25	739
25	760
25	797
25	836
25	866
25	893
25	913
26	228
26	305
26	341
26	543
26	552
26	613
26	651
26	706
26	736
26	840
27	179
27	348
27	531
27	582
27	777
27	833
27	841
27	861
27	879
27	933
28	243
28	498
28	738
28	760
28	779
28	790
28	826
28	866
28	893
28	951
29	112
29	324
29	386
29	761
29	781
29	828
29	835
29	836
29	866
29	893
30	168
30	386
30	406
30	507
30	642
30	702
30	785
30	861
30	925
30	997
31	64
31	471
31	780
31	819
31	857
31	869
31	884
31	911
31	917
31	994
32	286
32	363
32	376
32	392
32	421
32	461
32	475
32	482
32	538
32	580
33	235
33	240
33	271
33	626
33	643
33	658
33	729
33	780
33	815
33	943
34	113
34	143
34	338
34	779
34	826
34	835
34	870
34	876
34	893
34	905
35	25
35	250
35	273
35	723
35	752
35	759
35	834
35	867
35	937
35	998
36	399
36	456
36	559
36	567
36	569
36	664
36	693
36	727
36	771
36	904
37	504
37	532
37	600
37	796
37	805
37	870
37	876
37	923
37	951
37	956
38	197
38	514
38	638
38	778
38	852
38	891
38	930
38	956
38	975
38	981
39	230
39	346
39	639
39	661
39	685
39	737
39	764
39	769
39	831
39	884
40	297
40	460
40	603
40	769
40	786
40	858
40	927
40	939
40	970
40	993
41	213
41	332
41	410
41	567
41	725
41	784
41	793
41	795
41	830
41	972
42	82
42	195
42	515
42	530
42	660
42	788
42	860
42	906
42	978
42	996
43	92
43	354
43	473
43	515
43	530
43	660
43	809
43	827
43	842
43	985
44	149
44	175
44	251
44	436
44	464
44	510
44	678
44	695
44	717
44	893
45	565
45	573
45	740
45	790
45	868
45	871
45	872
45	889
45	907
45	935
46	162
46	562
46	656
46	751
46	765
46	768
46	775
46	776
46	828
46	943
47	477
47	487
47	601
47	646
47	748
47	772
47	910
47	947
47	964
47	976
48	170
48	236
48	315
48	521
48	537
48	565
48	721
48	761
48	936
48	952
49	292
49	368
49	480
49	575
49	681
49	816
49	876
49	949
49	969
49	989
50	339
50	405
50	608
50	639
50	670
50	764
50	769
50	890
50	902
50	997
51	81
51	99
51	124
51	505
51	789
51	903
51	916
51	917
51	967
51	985
52	212
52	490
52	563
52	795
52	810
52	844
52	913
52	964
52	976
52	989
53	1
53	128
53	149
53	176
53	521
53	537
53	565
53	694
53	711
53	903
54	334
54	459
54	511
54	846
54	884
54	891
54	930
54	965
54	972
54	980
55	170
55	326
55	413
55	557
55	724
55	739
55	823
55	847
55	852
55	975
56	160
56	460
56	483
56	488
56	491
56	632
56	637
56	802
56	842
56	959
57	382
57	460
57	490
57	522
57	676
57	694
57	762
57	842
57	850
57	873
58	19
58	516
58	702
58	727
58	800
58	817
58	829
58	879
58	898
58	951
59	265
59	433
59	560
59	793
59	813
59	917
59	958
59	963
59	982
59	987
60	328
60	609
60	802
60	835
60	887
60	929
60	959
60	963
60	984
60	995
61	330
61	470
61	750
61	760
61	826
61	835
61	836
61	866
61	901
61	992
62	544
62	776
62	790
62	880
62	911
62	913
62	920
62	929
62	936
62	974
63	377
63	476
63	521
63	625
63	733
63	842
63	850
63	873
63	918
63	998
64	31
64	135
64	312
64	393
64	426
64	619
64	808
64	904
64	990
64	993
65	338
65	387
65	461
65	556
65	614
65	670
65	737
65	769
65	987
65	990
66	69
66	598
66	612
66	753
66	777
66	809
66	956
66	957
66	965
66	968
67	93
67	489
67	492
67	559
67	690
67	795
67	796
67	934
67	940
67	967
68	112
68	333
68	685
68	688
68	722
68	794
68	822
68	947
68	964
68	976
69	6
69	20
69	66
69	497
69	549
69	655
69	841
69	878
69	913
69	998
70	103
70	293
70	436
70	439
70	464
70	510
70	801
70	835
70	952
70	957
71	238
71	244
71	358
71	395
71	514
71	642
71	702
71	742
71	863
71	905
72	10
72	92
72	153
72	184
72	208
72	295
72	458
72	530
72	658
72	660
73	1
73	401
73	492
73	601
73	697
73	804
73	806
73	811
73	826
73	954
74	99
74	326
74	546
74	575
74	810
74	837
74	850
74	937
74	947
74	976
75	147
75	166
75	200
75	232
75	250
75	424
75	658
75	859
75	888
75	931
76	126
76	451
76	760
76	779
76	794
76	826
76	836
76	865
76	884
76	974
77	416
77	454
77	480
77	587
77	687
77	735
77	815
77	888
77	897
77	916
78	592
78	619
78	655
78	708
78	773
78	909
78	936
78	942
78	943
78	961
79	649
79	743
79	777
79	796
79	822
79	922
79	948
79	963
79	982
79	987
80	407
80	484
80	617
80	684
80	792
80	807
80	946
80	948
80	955
80	982
81	51
81	384
81	526
81	619
81	805
81	863
81	893
81	901
81	940
81	992
82	42
82	95
82	188
82	264
82	503
82	569
82	634
82	664
82	742
82	809
83	296
83	342
83	530
83	665
83	754
83	771
83	814
83	816
83	821
83	968
84	245
84	450
84	598
84	684
84	688
84	723
84	733
84	750
84	853
84	860
85	15
85	147
85	250
85	291
85	327
85	367
85	424
85	667
85	775
85	808
86	276
86	352
86	392
86	499
86	512
86	621
86	638
86	640
86	776
86	820
87	4
87	356
87	531
87	646
87	823
87	839
87	849
87	852
87	975
87	977
88	240
88	241
88	245
88	277
88	497
88	549
88	655
88	681
88	907
88	917
89	519
89	592
89	668
89	718
89	818
89	850
89	920
89	984
89	986
89	996
90	212
90	472
90	670
90	752
90	875
90	912
90	954
90	972
90	980
90	1000
91	7
91	184
91	316
91	738
91	830
91	831
91	947
91	951
91	964
91	976
92	43
92	72
92	229
92	377
92	458
92	515
92	589
92	660
92	841
92	992
93	15
93	67
93	116
93	271
93	307
93	319
93	336
93	479
93	887
93	943
94	137
94	547
94	651
94	658
94	807
94	903
94	926
94	931
94	938
94	988
95	82
95	392
95	428
95	435
95	638
95	640
95	672
95	926
95	953
95	958
96	235
96	271
96	288
96	375
96	626
96	656
96	658
96	738
96	905
96	978
97	339
97	557
97	608
97	729
97	746
97	858
97	916
97	958
97	971
97	979
98	203
98	457
98	529
98	581
98	667
98	721
98	749
98	773
98	814
98	819
99	51
99	74
99	273
99	354
99	566
99	834
99	882
99	926
99	932
99	997
100	103
100	201
100	546
100	669
100	862
100	904
100	912
100	961
100	974
100	983
101	562
101	675
101	743
101	823
101	825
101	839
101	849
101	854
101	975
101	987
102	138
102	287
102	303
102	334
102	556
102	608
102	617
102	639
102	737
102	764
103	70
103	100
103	413
103	548
103	664
103	693
103	727
103	742
103	771
103	777
104	533
104	625
104	713
104	758
104	839
104	840
104	946
104	982
104	987
104	991
105	141
105	142
105	228
105	330
105	358
105	431
105	460
105	470
105	632
105	637
106	507
106	770
106	797
106	813
106	845
106	862
106	874
106	917
106	932
106	966
107	284
107	386
107	413
107	619
107	772
107	777
107	833
107	863
107	879
107	901
107	933
108	408
108	561
108	652
108	735
108	803
108	807
108	816
108	820
108	946
108	963
108	987
109	121
109	177
109	364
109	800
109	835
109	858
109	868
109	897
109	907
109	919
109	935
110	288
110	375
110	462
110	465
110	626
110	658
110	697
110	710
110	772
110	915
110	985
111	407
111	423
111	650
111	772
111	839
111	889
111	913
111	917
111	933
111	947
111	964
112	29
112	68
112	133
112	451
112	634
112	660
112	826
